time,x,y,z
135.632,-2.167801,-0.643356,-0.886795
135.728,-2.373245,0.204391,-0.415298
135.828,-0.514816,-0.138397,-0.365112
135.934,0.268921,-0.171173,-0.014404
136.029,-2.527328,-2.265793,-1.28923
136.125,-1.514389,-0.757767,-0.195786
136.226,0.445847,0.298996,-0.27626
136.335,0.194412,-0.051666,-0.143784
136.427,-1.663635,0.675537,-0.865707
136.522,-1.205368,0.487488,-0.191116
136.623,1.105576,0.4944,-0.043793
136.724,-0.120148,0.060043,-0.935654
136.824,-1.561203,0.62793,-0.810684
136.92,-0.765747,0.016373,-0.157104
137.021,0.758179,-0.0327,-0.026306
137.121,-0.489517,-0.244064,-1.404343
137.222,-2.272141,-0.494629,-0.462601
137.317,-0.637619,-0.091003,-0.190475
137.418,0.575912,0.161423,0.028595
137.52,-2.903992,-0.297974,-0.479492
137.619,-2.066849,-0.995667,-0.226166
137.715,-0.057144,0.233078,-0.167892
137.816,0.246506,-0.115616,0.017365
137.916,-4.338959,1.096268,-0.961563
138.017,-1.862381,0.37056,-0.379944
138.112,0.052002,-0.027573,-0.257584
138.213,0.088196,0.084045,0.071579
138.314,-2.593094,-2.97641,-0.843307
138.414,-1.334946,-0.779205,-0.132202
138.51,0.794144,0.223724,-0.337433
138.61,0.115631,0.232529,-0.604294
138.711,-1.507645,-0.172958,-1.207245
138.812,-1.149185,0.416794,-0.141678
138.908,0.92569,0.321442,-0.11087
139.008,-0.215302,-0.078873,-0.891541
139.109,-1.89476,0.287964,-0.719406
139.21,-0.680176,0.173126,-0.269394
139.305,0.750427,-0.062958,0.08876
139.406,-1.23172,0.361771,-1.429794
139.507,-2.651672,0.066299,-0.500656
139.607,-0.571198,-0.156052,-0.312637
139.703,0.47348,0.012085,-0.050888
139.804,-3.091385,0.452118,0.126678
139.904,-2.133713,-0.727127,-0.118103
140.005,-0.010605,0.336716,-0.232849
140.1,0.15274,0.018982,0.078094
140.201,-3.347336,2.017151,-0.907211
140.302,-1.444611,0.644135,-0.255081
140.402,0.744675,0.335342,-0.224243
140.498,-0.028534,0.053497,-0.324356
140.599,-1.734406,-0.582306,-0.90155
140.699,-1.076797,-0.331512,-0.183319
140.799,0.862946,-0.01445,-0.212555
140.902,0.284424,0.331314,-1.687943
140.996,-1.622131,-0.530457,-0.902618
141.096,-0.681946,0.030441,-0.171448
141.197,0.901154,0.049179,-0.096436
141.293,-1.537888,0.758774,-1.647598
141.394,-2.455582,-0.144943,-0.358658
141.494,-0.484528,0.126968,-0.197128
141.595,0.416016,0.121567,-0.061111
141.69,-3.730972,-0.103867,-0.072968
141.791,-2.022446,0.328369,-0.442581
141.892,-0.16098,-0.168884,-0.308823
141.992,0.178833,0.041367,0.101318
142.088,-2.627075,-2.421432,-1.026978
142.188,-1.46199,-0.620621,-0.190933
142.289,0.673096,0.418213,-0.274231
142.39,0.358322,-0.126404,-0.661484
142.486,-1.330887,-0.408768,-1.489227
142.586,-0.956589,0.482544,-0.183014
142.687,0.967361,0.48465,-0.216537
142.787,-0.749512,0.032806,-1.778946
142.883,-2.112091,0.094086,-0.443909
142.984,-0.57666,0.274887,-0.276627
143.084,0.455383,0.005203,-0.024323
143.185,-3.376419,-0.664337,0.042221
143.281,-2.237442,0.280655,-0.356461
143.381,0.055313,-0.065414,-0.279587
143.482,-0.003098,0.045624,-0.000214
143.582,-2.229553,-2.873245,-0.809433
143.678,-1.220337,-0.745697,-0.224731
143.783,0.681244,0.395386,-0.240219
143.88,0.170013,-0.083878,-0.422012
143.98,-1.211731,-0.217545,-0.998596
144.076,-0.996155,0.244141,-0.220123
144.186,1.021164,0.165176,-0.077667
144.277,-0.143646,-0.068192,-1.573654
144.378,-1.849213,0.373016,-0.821289
144.473,-0.814407,0.016815,-0.204422
144.574,0.832321,0.020569,-0.082138
144.675,-1.191071,-0.235489,-1.306656
144.775,-2.587372,0.230408,-0.504318
144.871,-0.45723,-0.191025,-0.31366
144.979,0.297958,0.053619,0.05864
145.072,-2.806656,-0.515152,-0.720322
145.172,-1.957153,-0.803848,-0.177872
145.269,-0.165695,0.125031,-0.038376
145.379,0.090958,-0.079025,0.102127
145.47,-4.408066,0.697098,-1.190125
145.571,-1.416443,0.115387,-0.379349
145.666,0.462311,0.485794,-0.244583
145.767,0.084961,-0.05983,-0.609238
145.867,-1.490662,0.105377,-1.121384
145.968,-1.007538,-0.26503,-0.207275
146.065,0.930038,0.324524,-0.254654
146.173,0.065826,0.20575,-2.095306
146.265,-2.1064,-0.833817,-0.479187
146.365,-0.884415,-0.149048,-0.170013
146.461,0.963104,0.002274,-0.063873
146.567,-2.762848,0.138931,0.079926
146.663,-2.314743,-0.902466,-0.374146
146.763,-0.008011,0.294022,-0.317947
146.858,0.303848,0.002472,0.110764
146.96,-4.218353,1.469482,-1.266983
147.06,-1.566772,0.500183,-0.402618
147.16,0.320435,0.139603,-0.302353
147.256,0.067337,-0.002655,-0.241287
147.357,-1.542221,-0.888245,-0.931641
147.457,-1.05072,-0.540543,-0.185364
147.558,0.898407,0.157654,-0.149399
147.654,0.24379,0.268463,-1.801651
147.754,-1.349396,-0.907806,-0.697815
147.855,-0.835983,0.014572,-0.175323
147.955,1.005966,0.09819,-0.030594
148.051,-2.232697,1.554214,-0.101532
148.152,-2.415695,-0.496674,-0.507233
148.252,-0.340347,0.255096,-0.226089
148.353,0.332306,0.06813,-0.074005
148.449,-2.906052,-0.740768,-0.723785
148.55,-2.357101,0.163284,-0.350662
148.65,-0.359528,-0.167114,-0.361404
148.751,0.227829,-0.120712,0.042358
148.847,-2.839966,-2.15123,-1.150894
148.947,-1.512878,-0.908432,-0.163544
149.048,0.484543,0.310471,-0.224625
149.149,0.188995,-0.160706,-0.126358
149.244,-1.154694,0.130768,-1.223343
149.344,-1.05455,0.362518,-0.19693
149.445,0.986679,0.243896,-0.146927
149.545,-0.146423,0.141815,-1.727081
149.641,-1.755051,0.394714,-0.736954
149.742,-0.866089,0.012894,-0.157379
149.843,0.786636,0.214691,-0.134735
149.943,-2.402283,-0.621796,-0.649277
150.039,-2.743698,0.273666,-0.407959
150.139,-0.256851,-0.306427,-0.236847
150.24,0.226074,0.093231,0.04985
150.341,-2.992767,-0.53476,-0.31601
150.436,-1.891937,-0.791519,-0.185333
150.538,0.093094,0.475876,-0.271774
150.638,0.158981,-0.218918,0.119415
150.738,-3.934677,2.154327,-1.293762
150.834,-1.53093,0.534439,-0.290787
150.935,0.368927,0.050064,-0.195724
151.035,0.082184,0.034744,-0.244736
151.136,-1.579773,-0.355698,-0.966934
151.232,-1.014343,-0.368561,-0.168564
151.333,1.009842,0.124023,-0.100937
151.433,-0.025848,0.351196,-1.881516
151.533,-1.914169,-0.63475,-0.549149
151.629,-0.831924,-0.025848,-0.148071
151.73,0.830185,-0.005341,-0.174545
151.83,-1.615005,1.181946,-0.34108
151.932,-2.337402,-0.383102,-0.537003
152.027,-0.431305,0.321793,-0.225723
152.127,0.395248,-0.016479,-0.140396
152.228,-3.417404,-0.33226,-0.276047
152.328,-2.255005,0.062103,-0.362045
152.424,-0.13208,-0.266251,-0.290009
152.525,0.058929,0.001541,0.045349
152.625,-3.114471,-2.077301,-0.962311
152.726,-1.728653,-0.958023,-0.042068
152.822,0.562912,0.378754,-0.382233
152.922,0.32782,-0.364731,-0.099182
153.022,-1.429367,0.09256,-1.178009
153.123,-1.134247,0.461502,-0.19603
153.219,1.104309,0.246231,0.043793
153.32,-0.415115,0.241104,-1.913849
153.42,-1.739227,0.740845,-0.594681
153.521,-0.669373,-0.021378,-0.128632
153.617,0.813126,0.130417,-0.091919
153.718,-2.425659,-0.546768,-0.758987
153.818,-2.575775,0.269104,-0.369049
153.919,-0.383148,-0.097626,-0.271729
154.014,0.225342,0.148727,0.160843
154.116,-2.827728,-2.5186,-0.658218
154.215,-1.569382,-0.708435,-0.172546
154.316,0.338699,0.20253,-0.229858
154.412,0.179306,-0.095505,-0.011276
154.512,-1.158813,0.384644,-1.248749
154.613,-1.017807,0.250229,-0.293243
154.714,0.885345,0.340576,-0.008224
154.809,-0.101288,-0.022522,-1.639862
154.91,-1.945312,0.491241,-0.798325
155.011,-0.738251,0.057037,-0.227112
155.111,0.672668,-0.116898,-0.091934
155.207,-0.889526,-0.312378,-0.942261
155.308,-2.565948,-0.087479,-0.527618
155.408,-0.577499,-0.181274,-0.340073
155.509,0.412079,0.036896,-0.01709
155.605,-3.166183,0.781189,-0.155167
155.706,-2.259827,-0.833221,-0.303848
155.806,-0.138916,0.409012,-0.218887
155.907,0.118271,-0.308441,0.201645
156.002,-3.250992,1.884644,-0.853851
156.103,-1.469238,0.556137,-0.30191
156.203,0.562469,0.120483,-0.153824
156.304,0.011795,0.005997,-0.557297
156.399,-1.629257,-0.278091,-0.897949
156.501,-0.820694,-0.219635,-0.226807
156.601,0.899155,0.107529,-0.03418
156.702,-0.037491,0.681061,-2.023712
156.797,-2.046936,-0.414368,-0.644318
156.898,-0.768417,-0.100449,-0.09581
156.998,0.727219,-0.085922,-0.14856
157.1,-2.941833,0.505356,-0.042221
157.195,-2.467422,-1.250458,-0.32016
157.295,-0.252747,0.445435,-0.217545
157.396,0.342834,-0.135834,0.058258
157.496,-4.165466,1.638626,-1.123138
157.592,-1.667511,0.587738,-0.338715
157.693,0.308701,-0.061996,-0.321884
157.793,0.086441,0.118805,0.07666
157.894,-1.56398,-1.09314,-0.75386
157.99,-1.12291,-0.508377,-0.259171
158.09,0.883377,0.049789,-0.190277
158.191,0.123627,0.075546,-0.772125
158.292,-1.134964,-0.648788,-1.0047
158.387,-0.801575,0.154541,-0.229141
158.488,1.157394,0.224533,-0.157623
158.588,-1.231873,0.468658,-1.803329
158.689,-2.245895,-0.257187,-0.512909
158.785,-0.499084,0.13295,-0.140152
158.885,0.421646,-0.123962,-0.076889
158.987,-3.941528,0.034378,-0.135971
159.088,-2.223633,0.18187,-0.334625
159.182,0.030914,0.126053,-0.286392
159.283,0.033707,-0.125092,0.05162
159.383,-2.655487,-2.803543,-0.924622
159.484,-1.477219,-0.958527,-0.11647
159.58,0.663834,0.303925,-0.291794
159.681,0.132889,-0.03273,-0.264587
159.782,-1.082474,-0.062637,-1.132812
159.882,-0.979736,0.25145,-0.200974
159.977,1.048141,0.205124,-0.016296
160.078,-0.863403,0.574295,-1.362122
160.178,-1.957642,-0.143005,-0.625885
160.279,-0.558563,0.356186,-0.281219
160.375,0.45285,-0.0392,-0.025909
160.476,-3.169022,-0.522263,-0.079941
160.578,-2.311584,0.377838,-0.424484
160.677,-0.121323,-0.079803,-0.294235
160.772,0.033569,0.10878,0.044266
160.873,-2.561356,-2.500854,-0.964905
160.976,-1.497177,-0.68959,-0.197342
161.074,0.521744,0.221939,-0.161072
161.17,0.258896,-0.001587,-0.312363
161.27,-1.30452,-0.335785,-1.238953
161.379,-0.887695,0.244019,-0.196747
161.472,1.017914,0.267838,-0.06427
161.568,-0.168747,0.05159,-1.907593
161.668,-1.782516,0.351578,-0.604691
161.769,-0.713425,0.009018,-0.16539
161.87,0.7547,0.310196,-0.171829
161.965,-2.68544,-0.666885,-0.36647
162.066,-2.538071,0.384216,-0.459473
162.166,-0.296097,-0.172913,-0.288406
162.267,0.13118,0.029663,-0.003372
162.363,-2.854355,-0.878937,-0.47171
162.463,-1.937363,-0.768585,-0.072495
162.564,0.170959,0.248245,-0.243622
162.665,0.168335,-0.196915,0.135208
162.76,-2.675522,1.085205,-0.582428
162.86,-1.38887,0.528839,-0.288498
162.961,0.725067,0.144409,-0.099396
163.062,-0.011551,0.127274,-1.063309
163.158,-1.335617,0.648743,-0.921524
163.259,-0.753799,-0.092926,-0.196457
163.359,0.75824,0.030609,-0.046906
163.46,-0.688293,0.066391,-1.312744
163.556,-2.385681,-0.058578,-0.598694
163.656,-0.628632,-0.184708,-0.312225
163.757,0.551483,-0.036392,0.050095
163.857,-2.725708,-0.877869,-0.432297
163.953,-1.962494,-0.862091,-0.123367
164.054,0.104355,0.434998,-0.294617
164.154,0.140396,-0.173874,0.061249
164.254,-2.276138,1.601501,-0.768402
164.35,-1.38269,0.62262,-0.28894
164.451,0.69577,0.330215,-0.058151
164.552,0.015366,0.124756,-0.582092
164.652,-1.204559,0.193298,-0.944
164.748,-0.899872,-0.10907,-0.221527
164.849,0.984634,0.192108,-0.202744
164.949,-0.504929,-0.202667,-1.402573
165.05,-2.430756,-0.227295,-0.561493
165.145,-0.726929,-0.323853,-0.237991
165.246,0.668701,0.022186,-0.015884
165.347,-2.514435,1.206833,-0.301224
165.447,-2.340805,-0.659653,-0.365936
165.543,-0.391037,0.258682,-0.20607
165.643,0.377487,0.080429,0.121964
165.744,-4.198227,0.71611,-0.55864
165.844,-2.035309,0.436508,-0.379517
165.941,0.288071,0.045563,-0.190155
166.041,-0.073776,-0.052612,0.108017
166.142,-1.877869,-2.199905,-0.71402
166.242,-1.389587,-0.906097,-0.221588
166.339,0.511642,0.16095,-0.27417
166.439,0.181244,-0.090927,-0.199387
166.539,-1.09761,-0.190887,-1.113556
166.64,-0.998245,0.273575,-0.297791
166.736,0.978043,0.339386,0.040543
166.836,-0.357727,-0.031082,-1.769241
166.937,-1.760284,0.29184,-0.742462
167.037,-0.610535,0.112656,-0.246414
167.133,0.497971,0.107681,-0.161057
167.234,-2.014801,-0.724197,-0.751541
167.335,-2.670334,0.276733,-0.437592
167.435,-0.350647,0.017776,-0.302933
167.53,0.196121,-0.07399,0.145767
167.632,-2.635208,-2.102356,-0.893463
167.732,-1.733246,-0.91098,-0.151031
167.833,0.29306,0.469559,-0.171265
167.928,0.249847,-0.143829,0.016556
168.029,-1.341156,0.439682,-0.999725
168.129,-1.139114,0.352509,-0.262665
168.23,0.987503,0.301331,-0.030777
168.326,-0.363724,0.059708,-1.870636
168.427,-1.737625,0.410934,-0.577164
168.527,-0.682114,0.035416,-0.192856
168.627,0.741272,-0.005463,-0.11232
168.723,-2.542114,-0.6427,-0.458847
168.824,-2.397369,0.256302,-0.450638
168.925,-0.315063,-0.117081,-0.391998
169.025,0.217697,0.084503,0.157532
169.121,-2.433701,-2.43277,-0.975342
169.221,-1.456711,-0.882355,-0.287506
169.322,0.347763,0.040909,-0.232529
169.422,0.244003,-0.102493,-0.196793
169.518,-0.970352,-0.139816,-1.229233
169.619,-1.00145,0.402496,-0.219482
169.72,0.934708,0.026642,-0.23732
169.82,-0.495255,-0.174927,-2.044189
169.916,-2.126358,-0.344131,-0.507339
170.016,-0.579041,0.192719,-0.243118
170.117,0.645966,0.134918,-0.046738
170.218,-3.421906,-0.110703,-0.393112
170.314,-2.239014,0.385712,-0.320236
170.414,0.017609,0.028442,-0.277512
170.515,-0.070999,-0.283188,0.101929
170.615,-1.74295,-1.952911,-0.887863
170.711,-1.122498,-0.27182,-0.338684
170.812,0.698944,0.159439,-0.359955
170.912,0.053696,0.384125,-1.637466
171.013,-1.722214,-0.379517,-0.687485
171.109,-0.82193,0.076813,-0.198639
171.209,0.889984,0.091187,-0.085464
171.31,-1.984222,0.724396,-0.462524
171.41,-2.456558,-0.566635,-0.384918
171.506,-0.463394,0.234283,-0.335907
171.607,0.343079,0.138763,0.042465
171.707,-3.909439,0.876205,-0.428604
171.808,-1.819885,0.562958,-0.411194
171.904,0.17775,-0.073486,-0.285431
172.004,0.111221,-0.08107,-0.031357
172.104,-1.582352,-1.570496,-0.668564
172.205,-1.21553,-0.55072,-0.203796
172.301,0.665085,0.146179,-0.300079
172.402,0.143967,0.277328,-1.679947
172.502,-1.608429,-0.397598,-0.72171
172.603,-0.942047,0.156708,-0.140366
172.699,1.07045,0.161041,-0.159317
172.799,-2.326431,0.906921,-0.452988
172.9,-2.413101,-0.744171,-0.483109
173.0,-0.451981,0.193665,-0.280212
173.096,0.327164,-0.218948,0.11879
173.197,-4.229935,1.773636,-0.693115
173.297,-1.917603,0.751663,-0.294373
173.398,0.090805,0.097275,-0.27356
173.494,0.080887,-0.029877,-0.024841
173.594,-1.883789,-2.084702,-0.66243
173.695,-1.036194,-0.614944,-0.316818
173.795,0.431427,0.188553,-0.249268
173.891,0.472595,0.030319,-1.152969
173.992,-1.207382,-0.763458,-0.946396
174.093,-0.67038,0.072632,-0.285202
174.193,0.79509,0.197342,-0.026642
174.289,-1.051224,0.848068,-0.973328
174.39,-1.949692,0.029907,-0.597092
174.49,-0.459106,0.235977,-0.202652
174.59,0.343552,0.056534,-0.017441
174.687,-2.369415,-0.931061,-0.339569
174.787,-2.59079,0.453339,-0.486862
174.888,-0.263428,-0.206345,-0.344742
174.988,0.224152,-0.017792,0.159714
175.084,-2.770523,-1.697281,-1.010437
175.184,-1.84082,-0.937576,-0.100708
175.285,0.076859,0.398941,-0.207321
175.386,0.418335,-0.229141,0.161972
175.481,-1.744919,1.206619,-0.582825
175.583,-1.243454,0.369598,-0.248749
175.683,0.961578,0.245865,-0.060272
175.783,-0.147507,0.019867,-1.460571
175.879,-1.637207,0.494812,-0.691299
175.98,-0.682648,-0.069382,-0.15387
176.08,0.808884,0.057541,-0.177216
176.181,-2.508911,-1.039627,-0.457672
176.277,-2.36116,0.184616,-0.384583
176.377,-0.151886,-0.173248,-0.416016
176.477,0.125092,0.183701,0.204834
176.578,-2.953934,-1.821869,-0.777695
176.674,-1.386688,-0.341507,-0.413025
176.775,0.592285,0.325455,-0.353058
176.875,0.47818,-0.184052,-0.103607
176.975,-1.277115,0.381622,-0.751938
177.071,-1.12674,0.579544,-0.184235
177.172,1.002151,0.011398,-0.174835
177.273,-1.955292,1.408417,-0.168137
177.373,-1.997223,-0.263351,-0.472427
177.469,-0.249313,0.033844,-0.196747
177.57,0.258438,0.041504,0.028824
177.67,-4.190994,1.129471,-1.032639
177.77,-1.808838,0.555161,-0.445908
177.867,0.380341,0.131165,-0.27623
177.967,-0.020645,-0.154388,-0.179642
178.068,-1.80278,-1.064758,-0.83699
178.168,-1.029037,-0.577927,-0.22374
178.264,0.82785,0.340729,-0.246826
178.365,0.002762,0.088943,-1.750122
178.465,-1.886169,-0.78685,-0.594452
178.572,-0.722015,-0.154907,-0.13533
178.662,0.565277,-0.012451,-0.148239
178.762,-2.594543,0.952988,-0.217667
178.863,-2.496719,-1.054886,-0.34317
178.972,-0.170486,0.282104,-0.435959
179.059,0.263229,-0.425262,0.141434
179.16,-2.34137,1.792023,-0.66806
179.26,-1.179153,0.503906,-0.24675
179.361,0.845154,0.129868,-0.150452
179.457,-0.168381,0.200287,-0.564636
179.557,-1.537064,-0.071655,-0.576569
179.658,-0.770065,0.118195,-0.292328
179.759,0.723511,0.006699,0.005508
179.855,-2.590515,-0.867828,-0.434082
179.955,-2.572906,0.315933,-0.38533
180.056,-0.1465,-0.150635,-0.346405
180.156,0.104721,0.061264,0.220703
180.252,-2.825241,-2.177567,-0.795456
180.352,-1.586609,-0.449203,-0.295319
180.453,0.441757,0.282242,-0.222061
180.554,0.147079,-0.287842,-0.036224
180.649,-1.931351,0.425369,-0.69249
180.75,-1.136078,0.603836,-0.212906
180.851,0.683777,0.372665,-0.16098
180.951,-0.326019,-0.192078,-0.995163
181.047,-1.883957,0.128815,-0.808685
181.148,-0.899033,-0.137497,-0.235931
181.248,1.000381,0.078323,-0.236877
181.359,-1.021744,-0.237137,-1.040604
181.444,-2.507339,0.126999,-0.554184
181.545,-0.582855,-0.261703,-0.257294
181.646,0.378967,0.043121,-0.144241
181.746,-2.699295,-0.718262,-0.679443
181.842,-2.198975,-0.897141,-0.104324
181.942,0.112,0.283371,-0.351196
182.043,0.275711,-0.18103,0.236237
182.144,-2.798141,2.123428,-0.873566
182.239,-1.416672,0.592117,-0.365372
182.34,0.326569,0.257706,-0.281342
182.441,0.047134,0.031555,-0.135666
182.541,-1.691376,-0.718292,-0.784302
182.637,-1.163116,-0.460266,-0.250687
182.738,0.655502,0.247833,-0.01236
182.838,0.002274,0.247482,-1.447144
182.95,-1.407867,-0.233002,-0.880859
183.035,-0.758514,0.19725,-0.133667
183.135,0.776184,0.126587,-0.209747
183.236,-1.655716,0.804092,-0.561722
183.336,-2.416382,-0.42923,-0.54628
183.432,-0.458633,0.028061,-0.192017
183.533,0.362564,0.09227,-0.058563
183.634,-3.151031,-0.46962,-0.47493
183.734,-2.318405,0.53363,-0.415573
183.83,-0.108078,-0.137405,-0.466995
183.931,-0.014984,0.063736,0.267624
184.031,-2.520187,-2.636887,-1.04866
184.131,-1.304031,-0.711258,-0.305847
184.227,0.329178,0.113159,-0.108337
184.328,0.277008,-0.011353,-0.483337
184.428,-1.026978,-0.574982,-1.446274
184.529,-1.026047,0.312912,-0.329163
184.625,0.894699,0.183121,0.15863
184.725,-0.202972,-0.02037,-2.031769
184.826,-1.713455,0.503204,-0.77211
184.927,-0.69989,0.045151,-0.337753
185.022,0.498962,-0.263992,-0.005157
185.123,-0.800705,-0.606583,-0.820648
185.224,-2.3396,-0.178253,-0.625092
185.324,-0.520554,-0.065491,-0.278656
185.42,0.416504,-0.069153,0.038666
185.521,-2.823654,-0.632721,-0.496796
185.622,-2.229156,-0.972183,-0.07991
185.722,0.040665,0.393387,-0.331711
185.817,0.205109,-0.283356,0.20488
185.918,-2.404739,1.638382,-0.836075
186.019,-1.523987,0.691589,-0.389175
186.12,0.674911,0.131912,-0.146255
186.215,-0.12384,-0.135254,-0.571396
186.316,-1.470123,0.123657,-1.099869
186.416,-1.022675,-0.342377,-0.263107
186.517,0.604553,-0.169098,-0.152603
186.613,0.142654,0.536469,-1.687714
186.713,-1.423386,-0.608582,-0.739807
186.814,-0.864807,0.009644,-0.219131
186.914,0.925552,0.219452,-0.178238
187.01,-1.732758,1.007721,-0.652954
187.111,-2.35144,-0.526657,-0.596786
187.211,-0.465134,0.219421,-0.251465
187.312,0.325043,0.003281,-0.008896
187.408,-4.030258,1.177063,-0.569794
187.509,-2.268845,0.502869,-0.204987
187.609,0.176147,0.080353,-0.390839
187.71,-0.079361,-0.08667,0.133041
187.805,-2.171158,-2.460007,-0.862717
187.906,-1.336014,-0.689285,-0.234253
188.006,0.57019,0.215683,-0.183395
188.107,0.067017,0.109497,-0.76265
188.202,-1.12442,-0.592987,-1.147369
188.303,-0.852615,0.122772,-0.289734
188.404,0.849625,0.295425,0.028885
188.505,-0.028641,-0.034668,-1.959564
188.6,-1.452179,0.580826,-0.781982
188.701,-0.703461,0.237335,-0.270355
188.801,0.639465,0.034805,-0.154922
188.902,-0.693771,-0.016846,-1.088989
188.997,-2.462753,-0.004837,-0.673141
189.098,-0.654617,-0.061813,-0.260162
189.199,0.530655,-0.034424,-0.047943
189.3,-2.835342,0.317261,-0.3909
189.395,-2.178085,-0.712418,-0.316299
189.496,0.035034,0.130829,-0.429016
189.596,0.224792,-0.173523,0.210693
189.697,-3.91983,1.225983,-1.124863
189.793,-1.684296,0.390396,-0.392532
189.893,0.362625,0.150757,-0.252518
189.994,0.000656,-0.094696,-0.301102
190.094,-1.598648,-0.713226,-0.935257
190.19,-1.1483,-0.582108,-0.250305
190.291,0.680115,0.235428,-0.040619
190.391,0.232162,0.409241,-1.735077
190.492,-1.488541,-0.482086,-0.705185
190.588,-0.872482,0.25267,-0.210571
190.688,0.919067,0.186752,-0.094345
190.789,-0.240738,-0.155167,-2.287109
190.89,-1.684631,0.2733,-0.775299
190.985,-0.737793,-0.047028,-0.158691
191.086,0.632401,0.171448,-0.289581
191.187,-1.475327,-0.535995,-0.871811
191.288,-2.643433,0.218216,-0.452515
191.383,-0.466721,-0.063446,-0.286377
191.484,0.335312,0.061493,0.0728
191.584,-2.603088,-1.353348,-0.683899
191.685,-2.186462,-1.096344,-0.09346
191.786,0.080215,0.430328,-0.432983
191.881,0.169556,-0.283768,0.207748
191.982,-3.336517,2.55777,-0.865021
192.082,-1.47467,0.612717,-0.37793
192.178,0.488342,0.123367,-0.235107
192.279,-0.097061,0.122498,0.126526
192.379,-1.62384,-1.80545,-1.303528
192.48,-1.303772,-0.400543,-0.284225
192.575,0.611343,0.423279,-0.18335
192.676,0.091003,0.064774,-0.35672
192.777,-1.191528,-0.244431,-0.903397
192.877,-1.038177,0.225632,-0.252213
192.973,1.070389,0.087555,-0.097092
193.074,-0.357224,0.304733,-2.480911
193.174,-2.043808,-0.215851,-0.64566
193.275,-0.623001,0.215073,-0.163071
193.371,0.561188,-0.125412,0.017532
193.472,-2.058365,0.015182,-1.333069
193.572,-2.457123,0.099136,-0.433899
193.673,-0.34642,-0.097641,-0.281204
193.768,0.379044,0.086761,0.10434
193.869,-2.783905,-1.55275,-0.389191
193.969,-1.867935,-0.762863,-0.234818
194.07,0.230423,0.271759,-0.305908
194.165,0.036865,-0.3741,0.082077
194.266,-2.37944,1.583679,-0.640457
194.367,-1.235703,0.67395,-0.278854
194.468,0.850662,0.104065,-0.068863
194.563,-0.029907,-0.012451,-0.083252
194.663,-1.528137,-0.990005,-0.721298
194.764,-1.177673,-0.634674,-0.19519
194.865,0.81488,0.192154,-0.106033
194.963,0.15744,0.365021,-1.270157
195.061,-1.441376,-0.61142,-0.84407
195.162,-0.958405,0.12056,-0.159058
195.263,1.055054,0.150635,-0.058411
195.365,-0.381668,0.072556,-2.16684
195.459,-1.920837,0.445419,-0.600204
195.559,-0.77475,0.038528,-0.147232
195.66,0.759003,0.119003,-0.159317
195.756,-1.302338,-0.780075,-0.504715
195.857,-2.59964,0.107101,-0.555756
195.957,-0.721008,-0.15686,-0.274414
196.058,0.540451,0.021347,0.113022
196.154,-2.575653,-1.296707,-0.628876
196.255,-2.223373,-1.050964,-0.079407
196.355,-0.045975,0.271561,-0.151917
196.455,0.237534,-0.117035,0.150146
196.551,-4.045914,1.604874,-1.208267
196.651,-1.732559,0.505157,-0.284317
196.752,0.489471,0.031921,-0.334091
196.853,-0.036026,0.237549,-0.087997
196.948,-1.716461,-1.22673,-0.801346
197.049,-1.145142,-0.639633,-0.191574
197.15,0.709045,0.428589,-0.290161
197.25,0.264374,-0.014221,-0.630951
197.346,-1.091553,-0.456299,-1.157471
197.447,-0.970978,0.364944,-0.181381
197.547,1.012512,0.007568,-0.085175
197.648,-0.343994,0.549774,-1.981033
197.744,-1.816788,0.85141,-0.553391
197.844,-0.802338,0.055328,-0.156189
197.945,0.706406,0.11496,-0.047836
198.046,-0.454269,0.500778,-2.134369
198.141,-2.455765,-0.493652,-0.524033
198.242,-0.654037,-0.105576,-0.176224
198.342,0.84816,0.060089,-0.049606
198.443,-2.767715,1.463104,0.002731
198.539,-2.302292,-0.585403,-0.599823
198.639,-0.417343,0.142838,-0.242203
198.74,0.294556,0.055008,-0.036011
198.841,-3.895645,0.468323,-0.373276
198.936,-2.11412,0.479706,-0.464661
199.037,-0.089035,-0.127335,-0.353928
199.137,0.047775,0.155212,0.152481
199.238,-2.609146,-2.567032,-0.960358
199.333,-1.396774,-0.671051,-0.251373
199.434,0.313049,0.310379,-0.223343
199.535,0.147049,-0.208099,-0.052826
199.635,-1.513672,0.891006,-1.158524
199.731,-1.27092,0.721771,-0.220261
199.832,0.648788,0.158691,-0.132874
199.932,0.109985,0.127625,-0.71434
200.033,-1.517181,0.416306,-1.023621
200.129,-0.898407,-0.167953,-0.24527
200.229,0.891891,-0.156952,-0.138458
200.33,0.094238,0.314087,-2.031998
200.431,-1.952332,-0.731766,-0.625244
200.526,-0.843201,0.010208,-0.191162
200.627,0.928802,0.137207,-0.077499
200.727,-1.569733,1.526031,-0.334534
200.828,-2.183731,-0.004822,-0.586243
200.924,-0.541824,0.39563,-0.154419
201.024,0.518112,-0.099121,-0.064819
201.125,-3.041611,-0.624969,-0.230408
201.226,-2.31041,0.42157,-0.5755
201.322,-0.244186,-0.145233,-0.310776
201.422,0.112122,0.200211,0.114258
201.523,-2.769272,-1.099396,-0.272583
201.623,-1.742569,-0.609009,-0.289291
201.719,0.032578,0.363556,-0.288223
