2026/05/19 18:44:29.601,-0.970139
2026/05/19 18:44:29.695,-1.021744
2026/05/19 18:44:29.796,-0.970993
2026/05/19 18:44:29.897,-0.901871
2026/05/19 18:44:29.998,-1.008362
2026/05/19 18:44:30.093,-0.905090
2026/05/19 18:44:30.196,-1.011185
2026/05/19 18:44:30.295,-0.921280
2026/05/19 18:44:30.395,-1.007034
2026/05/19 18:44:30.491,-1.007553
2026/05/19 18:44:30.592,-0.983322
2026/05/19 18:44:30.692,-0.996719
2026/05/19 18:44:30.793,-0.994202
2026/05/19 18:44:30.888,-0.978836
2026/05/19 18:44:30.989,-0.985397
2026/05/19 18:44:31.089,-0.977081
2026/05/19 18:44:31.190,-0.965469
2026/05/19 18:44:31.286,-0.989563
2026/05/19 18:44:31.386,-0.978668
2026/05/19 18:44:31.487,-0.898880
2026/05/19 18:44:31.587,-0.915237
2026/05/19 18:44:31.683,-0.932114
2026/05/19 18:44:31.784,-0.898682
2026/05/19 18:44:31.884,-0.999176
2026/05/19 18:44:31.985,-1.042511
2026/05/19 18:44:32.081,-1.033142
2026/05/19 18:44:32.182,-0.935532
2026/05/19 18:44:32.282,-0.867035
2026/05/19 18:44:32.383,-0.948242
2026/05/19 18:44:32.478,-1.029282
2026/05/19 18:44:32.579,-0.936798
2026/05/19 18:44:32.680,-1.166733
2026/05/19 18:44:32.780,-0.781311
2026/05/19 18:44:32.877,-0.683365
2026/05/19 18:44:32.976,-1.026596
2026/05/19 18:44:33.077,-0.954086
2026/05/19 18:44:33.178,-0.730927
2026/05/19 18:44:33.273,-1.095490
2026/05/19 18:44:33.374,-0.668106
2026/05/19 18:44:33.475,-0.881470
2026/05/19 18:44:33.575,-0.909805
2026/05/19 18:44:33.686,-0.988937
2026/05/19 18:44:33.771,-1.034241
2026/05/19 18:44:33.872,-0.865158
2026/05/19 18:44:33.973,-0.966873
2026/05/19 18:44:34.069,-0.938446
2026/05/19 18:44:34.169,-0.927307
2026/05/19 18:44:34.270,-0.941971
2026/05/19 18:44:34.370,-0.906448
2026/05/19 18:44:34.466,-0.894806
2026/05/19 18:44:34.567,-0.899506
2026/05/19 18:44:34.668,-0.930023
2026/05/19 18:44:34.768,-1.058838
2026/05/19 18:44:34.864,-0.680939
2026/05/19 18:44:34.964,-0.973206
2026/05/19 18:44:35.065,-0.977081
2026/05/19 18:44:35.165,-0.909286
2026/05/19 18:44:35.261,-0.927094
2026/05/19 18:44:35.362,-0.979980
2026/05/19 18:44:35.463,-0.915573
2026/05/19 18:44:35.566,-0.962692
