time,x,y,z
142.726,0.025009,-0.220078,-0.150452
142.822,-3.682465,2.79126,1.407898
142.922,-1.689255,0.468399,-0.413651
143.023,-0.162354,0.139084,-0.035553
143.124,0.166183,-0.248535,-0.230927
143.22,-4.369888,-0.240585,0.507034
143.32,-1.807861,0.136765,-0.273407
143.421,0.006424,-0.363251,-0.219391
143.521,0.11969,-0.174591,-0.138336
143.617,-2.067368,-1.566452,-1.032516
143.718,-1.643707,-0.671234,-0.132111
143.819,0.363876,0.214462,-0.223389
143.919,0.008499,-0.117264,-0.222946
144.015,-4.002792,-0.29628,0.109955
144.115,-1.717911,0.517166,-0.259903
144.216,0.424042,-0.185547,-0.1465
144.317,-0.501968,-0.442993,-0.386475
144.413,-2.12381,-0.49559,-0.66806
144.513,-0.896774,-0.594849,-0.010544
144.614,0.902634,-0.04303,-0.071915
144.714,-0.445755,0.608994,-2.847198
144.81,-2.52536,-1.104004,-0.123764
144.91,-0.571411,-0.257401,-0.287094
145.011,0.740158,0.298843,-0.020569
145.112,-2.140152,1.219803,-2.960114
145.208,-1.903809,0.49263,-0.41333
145.308,-0.183716,0.279892,-0.22287
145.409,0.097641,-0.119431,-0.210144
145.509,-1.59758,-2.561325,-0.54509
145.605,-2.236237,-0.488754,-0.489075
145.706,-0.463623,-0.38945,-0.196777
145.806,0.332779,-0.119186,-0.255524
145.907,-1.431961,0.488678,-3.794693
146.003,-2.160049,0.461807,-0.137482
146.103,-0.271194,-0.07341,-0.079803
146.204,0.078796,-0.264648,-0.271484
146.305,-2.73996,-1.744263,1.151871
146.4,-1.924026,-0.083786,-0.384476
146.501,-0.216034,-0.40564,-0.249481
146.601,0.273697,-0.062729,-0.226868
146.702,-2.63681,1.633881,1.207947
146.798,-1.67038,-0.079666,-0.54039
146.899,0.031097,0.249512,-0.170853
146.999,0.062988,-0.295197,-0.320312
147.099,-2.615967,-2.322235,0.597855
147.195,-2.003418,0.082047,-0.282425
147.295,-0.076813,-0.344208,-0.241592
147.397,0.090118,-0.224609,-0.337677
147.497,-3.246201,1.778854,1.2276
147.593,-1.801743,-0.122833,-0.341354
147.693,-0.004791,0.349884,-0.145309
147.794,0.119553,-0.089432,-0.226013
147.895,-3.354782,-1.065079,0.493942
147.99,-1.940216,-0.059387,-0.320892
148.091,-0.108017,-0.237228,-0.272827
148.192,0.170868,-0.226547,-0.243622
148.292,-2.774261,-0.835007,-0.707596
148.388,-1.693359,-0.596664,-0.152008
148.489,0.080612,0.278915,-0.200302
148.589,0.148102,-0.138306,-0.162216
148.692,-3.582016,3.180054,-2.065735
148.785,-1.734985,0.650085,-0.098709
148.886,0.487747,-0.18454,-0.231445
148.986,0.108932,-0.224106,-0.02652
149.087,-3.06601,-1.787308,-1.667191
149.183,-1.508331,-0.428101,-0.193283
149.283,0.400772,0.262589,-0.143402
149.384,-0.049744,-0.088974,-0.172943
149.49,-3.422363,2.276199,-1.420441
149.602,-1.841751,0.853485,-0.112823
149.681,0.096024,-0.18631,-0.326981
149.781,0.332352,-0.169266,-0.078186
149.882,-2.582031,-2.928497,-1.513199
149.978,-1.504639,-0.870468,-0.05513
150.079,0.405762,0.31842,-0.23996
150.188,-0.001541,-0.107147,-0.096619
150.28,-3.527969,2.077591,-1.39505
150.375,-1.900146,0.676544,-0.268478
150.476,0.031601,-0.302673,-0.285934
150.577,0.225616,-0.178284,-0.048416
150.677,-2.194672,-0.779541,-0.075836
150.773,-1.887863,-0.519562,-0.176025
150.874,0.073044,0.461166,-0.172684
150.975,0.225311,0.021988,-0.094315
151.075,-3.73822,1.509995,-0.69545
151.17,-1.865875,0.337112,-0.171432
151.271,0.257172,-0.150253,-0.23082
151.372,0.172745,-0.175171,-0.040878
151.473,-2.242813,-3.241669,-1.261536
151.568,-1.37323,-0.614517,-0.088455
151.669,0.478363,0.243393,-0.187851
151.77,-0.071136,0.210831,-0.044769
151.871,-2.933212,2.457031,-1.222702
151.966,-1.611221,0.741928,-0.206436
152.067,0.315002,-0.126114,-0.277985
152.167,0.044601,-0.127686,-0.075134
152.268,-2.116394,-1.022888,-0.82309
152.364,-1.661499,-0.458374,-0.227112
152.465,0.087051,0.223724,-0.103012
152.565,0.141281,0.085358,-0.053558
152.666,-3.285263,1.718842,-0.836319
152.761,-1.749237,0.416702,-0.323318
152.862,-0.122162,-0.092896,-0.270264
152.962,0.096054,-0.182785,-0.131149
153.063,-2.120804,-0.037811,-0.166351
153.159,-2.053177,-0.725174,-0.274353
153.26,-0.247452,0.235168,-0.232422
153.36,0.23674,-0.098236,-0.143875
153.46,-0.700058,0.424606,-1.631821
153.556,-2.655151,-0.801468,-0.265259
153.657,-1.051987,-0.244934,-0.236465
153.758,0.83699,0.041656,-0.220291
153.858,-0.371826,0.36145,-1.924911
153.954,-2.599731,0.402573,-1.172272
154.055,-0.800781,-0.385651,-0.352814
154.155,0.429214,-0.520676,-0.062485
154.256,-0.187759,0.323349,-1.177414
154.351,-1.422989,-0.927826,-1.319931
154.452,-0.86937,0.14093,-0.221375
154.553,0.59375,0.315521,-0.088791
154.653,-0.022797,-0.317413,-0.175171
154.749,-2.130386,-1.891296,-1.011002
154.85,-1.181549,-0.462296,-0.232452
154.951,0.410797,0.056931,-0.271866
155.051,0.072418,0.177475,-0.116394
155.146,-1.294693,1.087463,-0.908722
155.247,-1.199036,0.473328,-0.133545
155.348,0.726959,0.286301,-0.047379
155.448,-0.101929,-0.219467,-0.47876
155.544,-2.436066,-0.960434,-0.808792
155.645,-1.102219,-0.330063,-0.198776
155.745,0.602783,-0.017975,-0.21167
155.846,-0.075241,0.084991,-0.637955
155.942,-1.306747,-0.165146,-1.09816
156.042,-1.024597,0.421661,-0.162491
156.143,0.574966,0.322372,-0.099197
156.243,-0.032227,-0.237686,-0.241882
156.339,-1.71167,-1.209717,-0.630249
156.44,-0.99852,-0.175461,-0.156845
156.541,0.722794,0.065109,-0.160599
156.641,-0.081619,0.095108,-1.623276
156.737,-1.845459,-1.017654,-0.97879
156.837,-0.990051,0.193542,-0.175385
156.938,0.611038,0.440826,-0.105255
157.039,0.022003,-0.199738,-1.305252
157.134,-1.839371,0.520447,-0.963745
157.235,-0.83107,-0.097382,-0.124054
157.336,0.706543,-0.05159,-0.091339
157.436,-0.167801,0.36972,-1.842285
157.532,-1.842728,-1.18074,-0.95459
157.632,-1.050293,0.102844,-0.173187
157.733,0.842316,0.315002,-0.119965
157.833,-0.133133,-0.075714,-0.469238
157.93,-1.836075,-0.634628,-0.650238
158.03,-1.093521,-0.297836,-0.075638
158.131,0.900269,-0.052139,-0.12796
158.231,-0.378235,-0.466064,-1.22374
158.327,-1.940369,-1.476486,-0.237518
158.428,-0.627121,-0.192581,-0.238235
158.528,0.505615,-0.141174,0.024307
158.629,-1.347641,1.466415,-2.687164
158.725,-2.106506,1.052383,-0.508179
158.825,-0.639893,0.319748,-0.205566
158.926,0.563232,-0.087234,-0.13974
159.027,-0.712814,-0.934402,-1.067276
159.122,-1.97348,-0.595673,-0.558487
159.223,-0.853409,-0.318512,-0.273788
159.323,0.843414,0.785172,0.132324
159.424,-0.303955,0.013306,-1.605621
159.52,-1.693588,0.576035,-1.144562
159.621,-1.104416,0.134491,-0.154266
159.721,0.639282,-0.27179,-0.04715
159.822,-0.176071,0.382828,-1.526749
159.917,-1.474579,-0.598038,-0.624405
160.018,-0.883514,-0.056473,-0.37323
160.118,0.967148,0.705154,-0.031326
160.219,-0.624451,-0.224548,-1.774826
160.315,-2.042435,0.204407,-0.81485
160.416,-0.75975,0.209824,-0.277512
160.516,0.56926,-0.121521,-0.079742
160.618,-0.206696,0.773544,-1.935089
160.712,-1.905746,-0.488846,-0.709946
160.813,-0.885788,0.048264,-0.202759
160.914,0.818375,0.216278,-0.349533
161.014,-0.363831,0.28183,-1.837769
161.11,-1.960022,0.499115,-0.667007
161.21,-0.856277,-0.048279,-0.154053
161.311,0.740799,-0.175171,-0.044983
161.417,-0.287918,0.461075,-2.15062
161.508,-2.244171,-0.905365,-0.448456
161.608,-0.80484,-0.01889,-0.142029
161.709,0.847977,0.295792,-0.233185
161.816,-0.392609,0.23674,-2.347458
161.905,-1.986084,0.512619,-0.516235
162.006,-0.695312,-0.112198,-0.125015
162.106,0.535736,-0.186966,-0.140732
162.207,-0.419937,0.160614,-1.717209
162.303,-2.418259,-0.82196,-0.361084
162.403,-0.688904,-0.301697,-0.19281
162.504,0.565918,0.074249,-0.041946
162.605,-0.684601,0.090195,-3.293396
162.701,-2.390564,0.558792,-0.399994
162.801,-0.613724,-0.036835,-0.135178
162.902,0.42038,-0.335434,0.017105
163.002,-0.464722,0.78183,-2.293915
163.098,-2.377426,-0.839905,-0.466324
163.198,-0.809448,-0.02887,-0.119141
163.299,0.780365,0.217804,-0.195099
163.4,-1.201996,0.928864,-2.292557
163.496,-2.072556,0.268219,-0.504028
163.596,-0.557755,0.082809,-0.097244
163.697,0.45668,-0.172974,-0.161819
163.797,-1.144577,-1.235458,-1.061996
163.893,-2.495926,-0.310425,-0.42543
163.994,-0.601486,-0.329315,-0.113312
164.094,0.382996,-0.009216,-0.176453
164.195,-2.282593,1.634293,-1.308594
164.291,-2.306213,0.125412,-0.425385
164.391,-0.585434,0.088715,-0.099075
164.492,0.332245,-0.002304,-0.188232
164.592,-1.621048,-1.500214,-0.303543
164.688,-2.502289,0.090698,-0.359039
164.789,-0.498306,-0.392395,-0.133713
164.89,0.392365,-0.072998,-0.198456
164.99,-2.498901,2.182877,-0.424789
165.086,-2.007294,-0.018616,-0.522522
165.186,-0.448044,0.095459,-0.06839
165.287,0.316422,-0.103149,-0.130157
165.388,-2.397446,-1.903778,-0.406464
165.483,-2.386124,-0.1772,-0.336761
165.584,-0.560822,-0.373138,-0.258789
165.684,0.312683,0.033615,-0.18927
165.785,-2.796997,1.490265,0.367462
165.881,-2.145966,-0.486343,-0.543869
165.982,-0.344849,0.239227,-0.130966
166.082,0.245026,-0.052002,-0.127518
166.183,-3.04187,-1.164505,-0.129318
166.278,-2.246216,0.230438,-0.475037
166.379,-0.404602,-0.450546,-0.108902
166.479,0.214951,-0.147415,-0.156967
166.58,-2.320679,1.966064,-0.635788
166.676,-2.020767,0.124374,-0.648361
166.776,-0.463104,0.125214,-0.074448
166.877,0.333267,-0.350677,-0.10408
166.978,-1.053848,-1.187347,-1.633087
167.073,-2.47316,-0.656906,-0.436691
167.174,-0.708298,-0.207581,-0.191971
167.275,0.506912,0.142273,-0.267654
167.375,-1.270264,0.776245,-2.12735
167.471,-2.193741,0.157669,-0.523575
167.572,-0.658417,0.098694,-0.127594
167.673,0.453354,-0.086243,-0.214676
167.773,-0.646072,-0.384354,-2.193268
167.869,-2.512878,-0.997253,-0.315323
167.969,-0.860107,-0.140381,-0.185379
168.07,0.746536,0.259888,-0.213425
168.171,-0.720169,0.140518,-2.156357
168.267,-2.036301,0.417175,-0.514816
168.367,-0.688446,0.014496,-0.134338
168.468,0.524124,-0.146698,-0.178513
168.568,-1.417679,-1.915192,-0.226746
168.664,-2.313583,-0.537445,-0.541565
168.764,-0.641693,-0.180511,-0.096985
168.865,0.604446,0.020264,-0.131577
168.966,-1.679779,1.358093,-2.001953
169.061,-2.151093,0.303757,-0.366745
169.162,-0.581314,0.139542,-0.038055
169.263,0.445526,-0.142136,-0.2285
169.363,-1.086517,-1.396194,-1.033035
169.459,-2.490799,-0.474075,-0.391068
169.559,-0.749908,-0.271973,-0.187408
169.66,0.501968,0.085342,-0.227509
169.761,-0.935867,0.364822,-2.5289
169.857,-2.23613,0.395172,-0.496719
169.957,-0.649536,-0.107407,-0.059082
170.058,0.421906,-0.019073,-0.354202
170.158,-0.482956,0.126556,-2.097015
170.254,-2.535629,-1.075546,-0.336563
170.354,-0.801971,-0.085251,-0.140701
170.455,0.726044,0.137482,-0.200714
170.556,-0.465469,0.254456,-2.331375
170.652,-2.144623,0.491028,-0.630447
170.752,-0.729996,-0.043976,-0.143784
170.853,0.595764,-0.141418,-0.137436
170.953,-0.220276,0.303818,-2.320724
171.049,-2.032516,-1.225769,-0.379532
171.15,-0.813004,0.08551,-0.145615
171.25,0.743698,0.15509,-0.166718
171.351,-0.225616,-0.047409,-1.573044
171.447,-2.072662,0.218796,-0.782394
171.547,-0.804459,-0.13765,-0.18866
171.648,0.683746,-0.16037,-0.030106
171.749,-0.268906,0.377274,-1.817047
171.844,-1.915024,-0.821457,-0.605515
171.945,-0.893646,0.266541,-0.106049
172.045,0.796204,0.271561,-0.176956
172.146,-0.227524,-0.022705,-1.631226
172.242,-1.984222,0.177414,-0.787231
172.343,-0.760056,-0.057983,-0.131546
172.443,0.617767,-0.047897,-0.198776
172.544,-0.233566,0.197739,-2.178543
172.639,-2.251068,-1.107773,-0.332214
172.74,-0.839401,-0.062012,-0.127869
172.841,0.735107,0.258453,-0.18541
172.941,-0.517456,0.003815,-2.266586
173.037,-2.210876,0.385788,-0.607941
173.138,-0.744965,-0.028488,-0.118378
173.238,0.575821,-0.240112,-0.08197
173.339,-0.744736,-1.043381,-1.303543
173.434,-2.349335,-1.120148,-0.317673
173.535,-0.690765,-0.248459,-0.141373
173.636,0.555923,0.210785,-0.159698
173.736,-0.8862,0.393799,-2.294479
173.832,-2.198883,0.109619,-0.523834
173.933,-0.603424,0.1129,-0.128922
174.033,0.382034,-0.072952,-0.25972
174.134,-0.275085,0.22554,-1.974747
174.23,-2.244431,-0.915131,-0.4935
174.33,-0.895782,0.093124,-0.191727
174.431,0.694046,0.146225,-0.15004
174.531,-0.712875,0.491409,-2.588089
174.628,-2.155762,0.658875,-0.489731
174.728,-0.784088,-0.030319,-0.065262
174.829,0.596771,-0.190613,-0.021667
174.929,-0.248077,0.398361,-2.09465
175.025,-1.979141,-0.872009,-0.520126
175.125,-0.894409,0.068619,-0.210388
175.226,0.779343,0.265594,-0.164841
175.327,-0.440659,0.105911,-2.218216
175.423,-2.071503,0.588837,-0.547775
175.523,-0.748489,0.028641,-0.119553
175.624,0.55896,-0.057434,-0.158142
175.724,-0.147385,0.39827,-2.152542
175.82,-2.079681,-1.166306,-0.421387
175.921,-0.888489,0.046692,-0.178314
176.021,0.777191,0.259811,-0.255966
176.122,-0.786942,0.500626,-2.471771
176.222,-2.138168,0.655167,-0.448288
176.318,-0.743042,-0.007141,-0.003281
176.419,0.552124,0.024689,-0.304489
176.519,-0.345276,0.513931,-2.2677
176.617,-2.154724,-0.815964,-0.55835
176.715,-0.827377,0.141922,-0.265945
176.816,0.842087,0.330246,-0.23085
176.917,-0.707291,0.196045,-2.171295
177.013,-2.10907,0.369598,-0.659393
177.114,-0.773224,0.063583,-0.111618
177.214,0.581635,-0.084076,-0.074799
177.315,-0.142578,0.474976,-1.918915
177.41,-1.968872,-0.844696,-0.671524
177.511,-0.951904,0.019135,-0.194473
177.611,0.720139,0.376984,-0.193558
177.712,-0.14711,-0.044083,-1.391052
177.808,-1.931686,0.384888,-0.859726
177.908,-0.805054,-0.133728,-0.229248
178.009,0.669418,-0.194901,-0.149536
178.11,-0.166809,0.372208,-0.907928
178.205,-1.716034,-0.093887,-0.625259
178.306,-1.03067,0.286316,-0.11261
178.406,0.789368,0.245331,-0.109131
178.507,-0.147018,-0.012375,-0.724701
178.603,-1.741989,0.030655,-0.925644
178.703,-1.001968,-0.216858,-0.166748
178.804,0.806625,0.106461,-0.230621
178.905,-0.126343,0.232941,-0.768677
179.0,-1.394394,-0.475281,-0.893265
179.101,-1.12236,0.466812,-0.139297
179.201,0.737427,0.41629,-0.103455
179.302,-0.138977,0.095917,-0.752304
179.398,-1.679535,0.079956,-1.043533
179.499,-1.010559,-0.314133,-0.193802
179.599,0.656876,0.133759,-0.175125
179.7,-0.018265,0.084229,-0.430481
179.795,-1.202515,-0.048599,-0.806824
179.896,-1.125565,0.393036,-0.129456
179.996,0.85762,0.379196,-0.092224
180.097,-0.118332,-0.15892,-0.392441
180.193,-1.782471,-0.125702,-0.82756
180.294,-0.948669,-0.299438,-0.143585
180.394,0.679184,-0.002426,-0.170319
180.495,-0.031494,0.222977,-0.510696
180.59,-1.494476,0.362152,-0.806625
180.691,-1.240738,0.541702,-0.081848
180.792,0.67244,0.247009,-0.191803
180.892,-0.044891,-0.113678,-0.507034
180.987,-1.887054,-0.085556,-0.803467
181.089,-0.956299,-0.244751,-0.14743
181.189,0.736603,0.070053,-0.215744
181.29,-0.022858,0.255005,-0.593338
181.385,-1.45575,-0.047363,-0.862366
181.486,-1.17984,0.520569,-0.10289
181.587,0.676025,0.390503,-0.157883
181.687,-0.10231,-0.067688,-0.582581
181.783,-1.820129,-0.16745,-0.855225
181.884,-1.049942,-0.231873,-0.173111
181.984,0.742645,0.072891,-0.189087
182.085,-0.084488,0.201248,-0.448013
182.197,-1.357483,-0.016876,-0.764404
182.281,-1.16011,0.449814,-0.127014
182.382,0.699585,0.160736,-0.102524
182.483,-0.024521,-0.096878,-0.257019
182.578,-1.803268,-0.982956,-0.544128
182.679,-1.284744,-0.519836,-0.052551
182.78,0.701859,0.121307,-0.228638
182.88,-0.125427,-0.007797,-0.149811
182.976,-1.497177,1.356583,-0.956345
183.076,-1.358337,0.752686,-0.170013
183.177,0.366867,0.581696,-0.169281
183.278,0.004562,-0.132507,-0.055161
183.374,-2.352264,-2.057175,-0.907288
183.474,-1.43071,-0.550644,-0.120483
183.575,0.463959,0.060623,-0.251953
183.675,-0.119644,0.090546,-0.02623
183.771,-2.777618,2.326187,-1.269241
183.871,-1.707855,0.652145,-0.211395
183.973,0.174072,-0.058319,-0.191391
184.073,0.0271,-0.186295,0.024323
184.169,-2.545425,-2.212006,-1.123856
184.269,-1.647247,-0.489517,-0.120956
184.37,0.169876,0.248062,-0.116486
184.471,0.182693,-0.113419,-0.011978
184.566,-3.618866,1.201691,-0.544113
184.667,-2.104614,0.473267,-0.220352
184.767,-0.109985,-0.344498,-0.251755
184.868,-0.053162,-0.084991,-0.113297
184.964,-2.23085,2.111115,-0.238144
185.065,-2.301468,0.338181,-0.596802
185.165,-0.554779,0.292084,-0.203659
185.266,0.509872,-0.44516,-0.148849
185.361,-0.820633,-0.688553,-0.783417
185.462,-2.465195,-0.154938,-0.568817
185.562,-0.753403,-0.174454,-0.223511
185.663,0.617691,0.119843,-0.197662
185.759,-1.50943,0.417358,-1.926819
185.86,-2.204071,-0.324234,-0.518997
185.96,-0.531982,0.15097,-0.098816
186.06,0.358673,-0.227142,-0.199997
186.156,-1.380386,-1.085938,-0.810883
186.257,-2.614029,-0.228638,-0.568954
186.358,-0.80159,-0.248917,-0.204178
186.458,0.714386,0.106781,-0.175385
186.554,-1.546875,0.472565,-1.608444
186.655,-2.241089,-0.050278,-0.486862
186.756,-0.697769,0.022293,-0.174072
186.856,0.496674,-0.135254,-0.16954
186.951,-1.10408,-0.73967,-0.597305
187.052,-2.428528,-0.037796,-0.588379
187.153,-0.747192,-0.266159,-0.194214
187.253,0.585556,0.078842,-0.198929
187.349,-0.823502,0.704697,-1.378784
187.45,-2.002731,0.161652,-0.624771
187.551,-0.795654,0.040771,-0.110657
187.651,0.637405,-0.048355,-0.178711
187.747,-0.606674,-0.101974,-1.27449
187.847,-2.315781,-0.323624,-0.585724
187.948,-0.850647,-0.23613,-0.23761
188.048,0.855911,0.138901,-0.001266
188.145,-0.646088,0.081589,-2.11644
188.245,-1.970383,0.258484,-0.75148
188.346,-0.860504,0.104401,-0.179825
188.446,0.605026,-0.244843,-0.086685
188.542,-0.08873,0.670746,-1.8255
188.642,-1.679214,-0.952164,-0.655029
188.743,-0.930176,0.117661,-0.242798
188.844,0.790863,0.275787,-0.099762
188.939,-0.145737,-0.03241,-0.747971
189.04,-1.765686,-0.177094,-0.872391
189.14,-0.955017,-0.148972,-0.180222
189.241,0.62645,-0.064087,-0.192566
189.342,-0.034897,0.367065,-1.398041
189.443,-1.645737,-1.01445,-0.667404
189.543,-1.053482,0.171692,-0.211395
189.644,0.828949,0.298721,-0.072968
189.745,-0.195465,-0.100739,-1.040039
189.845,-1.785156,0.083191,-0.889893
189.946,-0.931656,-0.162079,-0.191589
190.046,0.530563,-0.042191,-0.139633
190.147,0.065582,0.328735,-1.233276
190.248,-1.454391,-0.983871,-0.891953
190.348,-1.010864,0.258163,-0.217163
190.449,0.809906,0.296936,-0.145126
190.55,-0.127701,-0.065659,-1.223404
190.65,-1.835922,0.397232,-0.970932
190.751,-0.892593,-0.265961,-0.159637
190.852,0.608154,0.094254,-0.126175
190.952,-0.081772,0.408722,-1.544586
191.053,-1.623856,-0.966934,-0.658203
191.154,-0.977692,0.134109,-0.171417
191.254,0.852936,0.169098,-0.23407
191.355,-0.540176,0.487411,-1.779419
191.456,-1.893051,0.511032,-0.649628
191.556,-0.865067,-0.03389,-0.128937
191.657,0.674576,-0.038315,-0.149628
191.757,-0.166458,0.3405,-1.735214
191.858,-1.829163,-0.8116,-0.606369
191.959,-0.936935,0.052094,-0.182434
192.06,0.904968,0.285629,-0.148972
192.16,-0.402786,0.366608,-1.788834
192.261,-1.927063,0.511719,-0.618423
192.361,-0.741562,0.069931,-0.141251
192.462,0.625854,-0.040817,-0.010223
192.563,-0.41861,-0.226776,-1.419739
192.663,-2.361191,-0.585007,-0.478104
192.764,-0.833389,-0.241821,-0.185532
192.865,0.687271,0.052185,-0.226624
192.965,-1.817535,1.249405,-0.595291
193.066,-2.325684,-0.276825,-0.629318
193.167,-0.573074,0.223068,-0.126495
193.267,0.408615,-0.073761,-0.126343
193.368,-1.388931,-1.028198,-1.024551
193.469,-2.539749,-0.191788,-0.437759
193.569,-0.671921,-0.304932,-0.238098
193.67,0.558228,-0.018311,-0.145523
193.771,-0.94136,0.19339,-1.752472
193.871,-2.260056,-0.158569,-0.635574
193.972,-0.58548,0.225784,-0.178284
194.072,0.405945,-0.134171,-0.088913
194.173,-1.064697,-0.609985,-0.740585
194.274,-2.374893,0.074402,-0.605408
194.375,-0.751282,-0.338287,-0.169037
194.475,0.515259,-0.113403,-0.053314
194.576,-2.453094,1.49176,-0.252518
194.676,-2.163406,-0.558105,-0.547989
194.777,-0.363007,0.332016,-0.22464
194.878,0.381332,-0.162354,-0.171982
194.978,-2.082443,-1.102997,-0.240723
195.079,-2.430374,0.333389,-0.457123
195.18,-0.51033,-0.289398,-0.183044
195.28,0.242386,0.06694,-0.118286
195.381,-2.460205,0.838242,0.141144
195.482,-2.113312,-0.758194,-0.442383
195.582,-0.406326,0.208618,-0.123596
195.683,0.411102,0.07312,-0.030609
195.784,-3.439056,-0.507614,0.174042
195.885,-2.200394,0.385605,-0.382721
195.985,-0.137314,-0.242538,-0.180542
196.086,0.131622,-0.072937,-0.063904
196.186,-2.392471,0.058685,-0.233261
196.287,-2.124695,-0.698334,-0.243744
196.388,-0.245224,0.171631,-0.118225
196.489,0.276978,-0.100388,-0.005768
196.589,-3.285248,-0.132019,0.09198
196.69,-2.201889,0.51326,-0.384064
196.79,-0.362579,-0.27713,-0.204407
196.891,0.172241,-0.182541,-0.071304
196.991,-2.477356,-1.053146,-0.399277
197.092,-1.954178,-0.868195,-0.136398
197.193,-0.052109,0.424835,-0.146454
197.293,0.136169,-0.037674,-0.013031
197.395,-3.565979,0.048492,0.038849
197.495,-2.117416,0.500656,-0.312729
197.595,-0.158859,-0.277679,-0.286697
197.696,0.21936,-0.005539,-0.009781
197.797,-2.656128,0.083725,0.147003
197.897,-2.022568,-0.59137,-0.373123
197.998,-0.396133,0.246552,-0.114243
198.098,0.363586,-0.135742,-0.121231
198.199,-2.739944,-0.705032,-0.225281
198.3,-2.22995,0.420212,-0.34935
198.4,-0.37291,-0.25708,-0.199677
198.501,0.28476,-0.024323,-0.123245
198.602,-2.87323,-0.099228,-0.481461
198.702,-2.140656,-0.80455,-0.186813
198.803,-0.161423,0.349609,-0.150208
198.904,0.113739,-0.113312,-0.112457
199.004,-2.923203,0.016998,-0.087189
199.105,-2.022324,0.416107,-0.37561
199.206,-0.271057,-0.248383,-0.182297
199.306,0.085114,-0.164871,-0.044571
199.407,-2.618774,-0.54187,-0.414581
199.507,-1.741714,-0.56778,-0.268585
199.608,-0.061264,0.215668,-0.048752
199.709,0.15181,-0.083603,0.00209
199.816,-3.939407,1.186737,-0.273743
199.91,-1.830887,0.525726,-0.281357
200.01,-0.065201,-0.181488,-0.186172
200.111,0.04866,-0.205154,0.015213
200.22,-2.775558,-2.38649,-0.958038
200.312,-1.55426,-0.670868,-0.115631
200.413,0.077957,0.251022,-0.123871
200.514,0.16008,0.112457,-0.055099
200.617,-2.120956,1.892303,-1.398819
200.715,-1.572266,0.593811,-0.194138
200.816,0.38504,0.123886,-0.182739
200.916,-0.015152,-0.10318,-0.020462
201.017,-2.126556,-1.913071,-1.054962
201.118,-1.472839,-0.474808,-0.133087
201.218,0.475677,0.126175,-0.275284
201.319,0.058609,0.23967,-0.182877
201.421,-2.042145,1.6008,-1.180893
201.52,-1.545486,0.54689,-0.276184
201.621,0.27739,0.107224,-0.166245
201.722,-0.052124,-0.224014,0.031189
201.823,-2.263474,-2.148834,-1.033844
201.923,-1.579956,-0.498383,-0.074402
202.024,0.235947,-0.016693,-0.215027
202.124,-0.003113,0.173798,-0.080856
202.225,-2.000427,1.37265,-1.14473
202.326,-1.45195,0.66571,-0.062515
202.426,0.528488,0.106888,-0.200165
202.527,-0.022781,-0.017502,-0.159439
202.627,-1.922821,-1.115326,-0.801254
202.728,-1.256897,-0.550858,-0.137558
202.829,0.551559,-0.194855,-0.233994
202.93,-0.208008,0.527023,-0.699646
203.03,-1.374222,-0.586075,-0.784637
203.131,-1.077316,0.126358,-0.176743
203.232,0.710632,0.301666,-0.120667
203.332,-0.263657,0.028976,-1.872421
203.433,-2.107391,0.561371,-0.592072
203.534,-0.80217,0.098785,-0.110291
203.634,0.613968,-0.211609,-0.193436
203.735,-0.66568,0.15654,-1.884827
203.836,-2.347992,-0.601395,-0.398407
203.936,-0.743225,-0.186691,-0.163025
204.037,0.509277,0.268585,-0.236282
204.137,-2.290207,1.764954,-0.758621
204.238,-2.082458,-0.146591,-0.588562
204.339,-0.522705,0.178391,-0.091461
204.439,0.318008,-0.097717,-0.159744
204.54,-2.306854,-0.988342,0.131088
204.64,-2.346359,0.342804,-0.473938
204.741,-0.395676,-0.248093,-0.23204
204.842,0.110794,0.008194,-0.089981
204.943,-2.368317,-0.715302,-0.161133
205.043,-1.882355,-0.673447,-0.329483
205.144,-0.090836,0.18425,-0.160446
205.244,0.169907,-0.142548,0.002304
205.346,-3.663651,1.894028,-0.569504
205.446,-1.833069,0.6866,-0.24678
205.546,0.037186,-0.23494,-0.233658
205.647,0.112244,-0.100937,0.002853
205.748,-2.750351,-2.194336,-1.010239
205.848,-1.540543,-0.714676,-0.08699
205.949,0.223221,0.149948,-0.202789
206.105,-1.255142,-0.66951,-1.46106
206.206,-2.570984,-0.453964,-0.409607
206.306,-0.774796,-0.198273,-0.195984
206.407,0.637772,0.20369,-0.253723
206.504,-2.176102,0.679092,-2.150696
206.604,-2.263947,0.005157,-0.391739
206.704,-0.451477,0.240631,-0.10997
206.805,0.353577,-0.227463,-0.068283
206.9,-1.42717,-0.552246,-1.757019
207.001,-2.583069,-0.475525,-0.343811
207.101,-0.733032,-0.185867,-0.138321
207.202,0.531189,0.182343,-0.252243
207.298,-2.258926,1.741364,-0.471298
207.399,-2.12204,-0.284225,-0.592148
207.499,-0.550522,0.254944,-0.077347
207.6,0.367706,-0.161911,-0.126526
207.695,-1.107635,-0.681686,-1.635239
207.796,-2.569397,-0.412827,-0.384537
207.896,-0.700409,-0.26181,-0.162674
207.997,0.534668,0.143265,-0.22142
208.093,-2.663513,1.950119,-0.27388
208.197,-2.127151,-0.280273,-0.527451
208.294,-0.516449,0.153061,-0.090393
208.395,0.376312,-0.097565,-0.095352
